,Name,RA,DEC,SpT,Teff,logg,Fe_H,ref_name,Teff_err,logg_err,Fe_H_err
163,Gl 402,162.7168,6.80813,dM4.0,3345,5.03000020980835,0.009999999776482582,Schw2019,51.0,0.07,0.16
164,GJ156.1,59.19749736,53.56022189,M1.5,3746.0,4.71,-0.03,Mald2020,68.0,0.04,0.09
165,Gl 299,122.98983,8.77305,dM4.5,3200,5.150000095367432,-0.17000000178813934,Schw2019,51.0,0.07,0.16
166,BD+16 502A,55.74258333333333,16.620722222222224,M0.0V,4034,4.639999866485596,0.11999999731779099,Pass2018,51.0,0.07,0.16
167,Gl 625,246.3526,54.3041,dM1.5,3525,4.96999979019165,-0.25999999046325684,Schw2019,51.0,0.07,0.16
168,GJ180,73.45824968,-17.77341923,M2.0,3536.0,4.84,-0.17,Mald2020,68.0,0.05,0.09
169,Ross 687,134.99770833333332,5.3036666666666665,M3.5V,3457,4.940000057220459,0.019999999552965164,Pass2018,51.0,0.07,0.16
170,Ross 59,88.06416666666665,24.2535,M1.5V,3755,4.710000038146973,0.10999999940395355,Pass2018,51.0,0.07,0.16
171,GJ 1012,6.95925,-6.755472222222222,M4.0V,3387,4.989999771118164,0.05000000074505806,Pass2018,51.0,0.07,0.16
172,G 123-055,190.51441666666665,41.98411111111111,M4.0V,3321,5.070000171661377,-0.10000000149011612,Pass2018,51.0,0.07,0.16
173,HIP 91699,280.49598,31.83049,M2V,3400,4.809999942779541,-0.1599999964237213,Yee2017,60.0,0.05,0.05
174,Gl555,218.57004817,-12.51956038,M4.0,3327.0,4.97,0.1,Mald2020,69.0,0.12,0.09
175,Gl 507.1,199.91719,33.34653,dM1.5,3812,4.670000076293945,0.18000000715255737,Schw2019,51.0,0.07,0.16
176,GJ 476,188.54812499999997,9.915027777777778,M2.5V,3578,4.849999904632568,0.0,Pass2018,51.0,0.07,0.16
177,GJ 1222,268.57135,7.37911,dM4.0,3322,5.019999980926514,0.11999999731779099,Schw2019,51.0,0.07,0.16
178,GJ1236,290.50862757,7.04175395,M3.0,3373.0,5.06,-0.37,Mald2020,68.0,0.1,0.09
179,BD-05 5715,332.2148333333333,-4.71975,M3.5V,3454,4.960000038146973,-0.009999999776482582,Pass2018,51.0,0.07,0.16
180,BL Lyn,112.72220833333331,36.26336111111111,M3.5V,3319,5.059999942779541,-0.029999999329447746,Pass2018,51.0,0.07,0.16
181,Ross 1047,227.19412499999996,3.2295555555555557,M3.0V,3480,4.929999828338623,-0.009999999776482582,Pass2018,51.0,0.07,0.16
182,HD 79210,138.30129166666666,52.75077777777778,M0.0V,4053,4.650000095367432,0.07000000029802322,Pass2018,51.0,0.07,0.16
183,BD+10 1857AB,130.47020833333332,9.611694444444444,M0.0V,4024,4.639999866485596,0.14000000059604645,Pass2018,51.0,0.07,0.16
184,Gl 875.1,342.97306,31.75422,dM3.0,3404,5.019999980926514,-0.11999999731779099,Schw2019,51.0,0.07,0.16
185,Gl480.1,190.19287309999999,-43.56638799,M3.0,3353.0,5.06,-0.3,Mald2020,68.0,0.1,0.09
186,BD+11 3149,258.81404166666664,11.073138888888888,M1.0V,3801,4.690000057220459,0.12999999523162842,Pass2018,51.0,0.07,0.16
187,Gl 712,275.52782,6.34377,dM4.0,3405,4.989999771118164,0.0,Schw2019,51.0,0.07,0.16
188,GJ1265,333.42859507,-17.68574347,M4.0,3346.0,5.04,-0.2,Mald2020,68.0,0.11,0.09
189,Gl1,1.35178251,-37.35736228,M2.5,3478.0,4.91,-0.26,Mald2020,68.0,0.06,0.09
190,GJ 1134,160.40782,37.61088,dM4.5,3272,5.070000171661377,0.07000000029802322,Schw2019,51.0,0.07,0.16
191,HD006860,17.43302,35.62056,M0IIIvar,3842,1.5199999809265137,-0.05000000074505806,Soub2008,140.0,0.0,0.21
192,Gl 102,38.4049,24.92714,dM4.0,3283,5.090000152587891,-0.09000000357627869,Schw2019,51.0,0.07,0.16
193,GJ2066,124.03325599,1.30257423,M2.0,3559.0,4.81,-0.1,Mald2020,68.0,0.05,0.09
194,Gl300,123.17036959,-21.55193955,M4.0,3315.0,5.0,0.06,Mald2020,69.0,0.12,0.09
195,G 232-070,336.17774999999995,59.33077777777778,M4.0V,3383,5.0,0.05000000074505806,Pass2018,51.0,0.07,0.16
196,GJ 1203,248.1883,12.61278,dM3.0,3487,4.909999847412109,0.009999999776482582,Schw2019,51.0,0.07,0.16
197,GJ3186,43.10427213,26.97498004,M1.0,3768.0,4.74,-0.14,Mald2020,68.0,0.05,0.09
198,Gl 671,259.96964,41.71381,dM2.5,3498,4.929999828338623,-0.07000000029802322,Schw2019,51.0,0.07,0.16
199,Ross 46,83.48974999999999,13.868027777777778,M3.5V,3424,4.980000019073486,0.0,Pass2018,51.0,0.07,0.16
200,BD+44 2051A,166.11741666666663,43.6175,M1.0V,3636,4.909999847412109,-0.28999999165534973,Pass2018,51.0,0.07,0.16
201,G 173-037,31.507749999999994,49.567750000000004,M3.5V,3414,5.019999980926514,-0.11999999731779099,Pass2018,51.0,0.07,0.16
202,BD+18 2776,206.08079166666664,17.85763888888889,M1.0V,3806,4.849999904632568,-0.41999998688697815,Pass2018,51.0,0.07,0.16
