,Name,RA,DEC,SpT,Teff,logg,Fe_H,ref_name
137,DS Leo,165.44641666666666,22.05313888888889,M1.0V,3896,4.69,0.04,Pass2018
138,Lalande 21185,165.61004166666666,36.03402777777777,M1.5V,3598,4.87,-0.09,Pass2018
139,BD+44 2051A,166.11741666666663,43.6175,M1.0V,3636,4.91,-0.29,Pass2018
140,HD 97101B,167.54404166666663,30.531916666666667,M2.0V,3753,4.7,0.14,Pass2018
141,StKM 1-928,167.951,19.022,M1.5V,3752,4.73,0.06,Pass2018
142,LP 733-099,169.8223333333333,-10.408555555555555,M2.0V,3540,4.97,-0.27,Pass2018
143,Wolf 398,172.02354166666663,10.268527777777779,M3.5V,3364,5.02,0.0,Pass2018
144,LP 672-042,172.46912499999996,-8.005611111111111,M3.5V,3419,4.98,-0.01,Pass2018
145,Ross 1003,175.2209583333333,42.84038888888889,M4.0V,3358,4.99,0.13,Pass2018
146,Ross 905,175.34175,26.791972222222224,M2.5V,3512,4.9,-0.02,Pass2018
147,GJ 443,176.47816666666662,-13.928777777777777,M3.0V,3523,4.87,0.06,Pass2018
148,GJ 445,176.71058333333332,78.78238888888889,M3.5V,3359,5.02,0.0,Pass2018
149,FI Vir,176.73274999999998,0.8878055555555555,M4.0V,3251,5.1,-0.04,Pass2018
150,GJ 1151,177.52116666666666,48.46219444444445,M4.5V,3211,5.11,0.0,Pass2018
151,BD+36 2219,177.5715833333333,35.36211111111111,M1.5V,3633,4.88,-0.18,Pass2018
152,GJ 452,178.11154166666665,-7.287611111111111,M2.5V,3555,4.87,0.0,Pass2018
153,LTT 4484,180.21462499999998,-12.143583333333332,M3.0V,3509,4.88,0.04,Pass2018
154,Ross 689,181.1680833333333,69.62841666666667,M4.0V,3325,5.02,0.09,Pass2018
155,LP 734-032,182.31704166666665,-14.985305555555554,M3.5V,3365,4.99,0.12,Pass2018
156,LTT 4562,182.59154166666664,-19.87236111111111,M3.0V,3448,4.97,-0.06,Pass2018
157,HD 238090,182.89024999999998,54.57511111111111,M0.0V,3923,4.7,-0.01,Pass2018
158,Ross 690,185.5569583333333,64.1211111111111,M3.0V,3528,4.87,0.03,Pass2018
159,Ross 695,186.01570833333332,-18.163944444444443,M2.0V,3476,4.98,-0.18,Pass2018
160,BD+09 2636,187.60966666666664,8.896416666666665,M0.5V,3913,4.71,-0.05,Pass2018
161,GJ 476,188.54812499999997,9.915027777777778,M2.5V,3578,4.85,0.0,Pass2018
