,Name,RA,DEC,SpT,Teff,logg,Fe_H,ref_name
338,HD 173667,281.41552,20.54631,F5.5IV-V,6296,3.96,-0.03,Yee2017
339,HD 173701,281.14633,43.83327,G8V,5297,4.43,0.24,Yee2017
340,HD 173739,280.6946,59.63038,M3V,3407,4.9,-0.49,Yee2017
341,HD 173740,280.6954,59.62688,M3.5V,3104,4.92,-0.36,Yee2017
342,HD 177153,285.41533,41.49009,G0,5909,4.25,-0.06,Yee2017
343,HD 181420,290.1128,-1.30976,F6V,6283,4.09,-0.03,Yee2017
344,HD 182572,291.2425,11.94441,G7IVHdel1,5643,4.19,0.34,Yee2017
345,HD 182736,291.01408,44.93354,G8IV,5239,3.57,-0.06,Yee2017
346,HD 185144,293.08996,69.66118,K0V,5246,4.58,-0.19,Yee2017
347,HD 186408,295.45397,50.52506,G1.5Vb,5760,4.25,0.05,Yee2017
348,HD 186427,295.46655,50.51752,G3V,5678,4.3,0.04,Yee2017
349,HD 187637,297.32558,41.58246,F8V,6155,4.27,-0.09,Yee2017
350,HD 188512,298.8283,6.40676,G8IV,4920,3.39,-0.14,Yee2017
351,HD 190360,300.90586,29.8968,G7IV-V,5461,4.26,0.21,Yee2017
352,HD 190406,301.02594,17.07016,G0V,5763,4.34,0.03,Yee2017
353,HD 19373,47.26675,49.61328,G0V,5832,4.17,0.08,Yee2017
354,HD 195564,308.09873,-9.85338,G2.5IV,5421,3.91,0.06,Yee2017
355,HD 199305,313.33245,62.15439,M1.0Ve,3692,4.72,-0.21,Yee2017
356,HD 19994,48.19349,-1.1961,F8.5V,5916,3.99,0.17,Yee2017
357,HD 201091,316.7248,38.74944,K5V,4361,4.63,-0.19,Yee2017
358,HD 201092,316.73027,38.74206,K7V,3932,4.67,-0.29,Yee2017
359,HD 206860,326.13054,14.77194,G0V+,5860,4.43,-0.16,Yee2017
360,HD 21019,50.82375,-7.7941,G5/6V,5261,3.64,-0.41,Yee2017
361,HD 210702,332.96388,16.04055,K0III,4780,3.05,0.03,Yee2017
362,HD 216899,344.14502,16.55343,M1.5Ve,3713,4.72,0.06,Yee2017
363,HD 217014,344.36658,20.76883,G2IV,5706,4.32,0.17,Yee2017
364,HD 217107,344.56475,-2.39538,G8IV/V,5391,4.25,0.31,Yee2017
365,HD 217987,346.46682,-35.85307,M2V,3676,4.79,-0.19,Yee2017
366,HD 219134,348.32073,57.16836,K3V,4699,4.55,0.07,Yee2017
367,HD 219623,349.17626,53.21347,F8V,6285,4.36,0.04,Yee2017
368,HD 222368,354.98767,5.62629,F7V,6192,4.12,-0.14,Yee2017
369,HD 22484,54.21826,0.40166,F9IV-V,5998,4.08,-0.09,Yee2017
370,HD 23249,55.81209,-9.76339,K0+IV,4955,3.7,0.12,Yee2017
371,HD 26965,63.818,-7.65287,K0V,5147,4.52,-0.24,Yee2017
372,HD 30652,72.46005,6.96127,F6V,6441,4.29,0.0,Yee2017
373,HD 34411,79.78531,40.09905,G1.5IV-VFe-1,5774,4.2,0.05,Yee2017
374,HD 36395,82.86415,-3.67723,M1.5Ve,3801,4.7,0.35,Yee2017
375,HD 3651,9.84086,21.25047,K0.5V,5046,4.46,0.15,Yee2017
376,HD 38858,87.14558,-4.09465,G2V,5646,4.46,-0.22,Yee2017
377,HD 39587,88.59576,20.27617,G0V,5898,4.47,-0.04,Yee2017
378,HD 4628,12.09574,5.28061,K2.5V,4950,4.63,-0.22,Yee2017
379,HD 48737,101.32235,12.89559,F5IV-V,6478,3.8,0.14,Yee2017
380,HD 49933,102.70763,-0.54088,F3V,6635,4.21,-0.39,Yee2017
381,HD 58946,112.278,31.78455,F1V,6738,4.12,-0.25,Yee2017
382,HD 6210,16.08105,61.58018,F6V,6089,3.37,-0.01,Yee2017
383,HD 69897,125.01609,27.21771,F6V,6130,4.19,-0.26,Yee2017
384,HD 75732,133.14921,28.33082,K0IV-V,5172,4.43,0.35,Yee2017
385,HD 79210,138.59496,52.68659,K7V,3907,4.7,-0.18,Yee2017
386,HD 7924,20.49631,76.71029,K0.5V,5075,4.58,-0.14,Yee2017
387,HD 82885,143.9146,35.81014,G8Va,5376,4.4,0.32,Yee2017
388,HD 86728,150.25274,31.92367,G3VaHdel1,5619,4.24,0.19,Yee2017
389,HD 88230,152.84225,49.45424,K6VeFe-1,4085,4.64,-0.16,Yee2017
390,HD 95735,165.83414,35.96988,M2+V,3464,4.86,-0.41,Yee2017
391,GJ 176,70.7324,18.95817,M2.5V,3679,4.8,0.15,Yee2017
392,GL 144,53.23269,-9.45826,K2V,5077,4.61,-0.06,Yee2017
393,GL 338B,138.60283,52.68637,M0V,3867,4.71,-0.15,Yee2017
394,GL 412A,166.36907,43.52678,M1.0Ve,3497,4.87,-0.4,Yee2017
395,GL 570B,224.36056,-21.41155,M1.5V,4507,4.6,0.02,Yee2017
396,GL 687,264.10791,68.33914,M3.0V,3413,4.85,-0.09,Yee2017
397,GL 699,269.45207,4.69339,M4V,3222,5.11,-0.39,Yee2017
398,GL 702A,271.36405,2.49981,K0V,5407,4.56,0.03,Yee2017
399,GL 702B,271.36425,2.49901,K4V,4393,4.64,0.03,Yee2017
400,GL 876,343.31972,-14.2637,M3.5V,3129,4.88,0.19,Yee2017
401,HIP 57087,175.54622,26.70657,M3V,3416,4.83,0.04,Yee2017
402,HIP 74995,229.86176,-7.72228,M3V,3442,4.97,-0.1,Yee2017
403,HIP 83043,254.53687,25.74416,M2V,3590,4.75,-0.04,Yee2017
