,Name,RA,DEC,SpT,Teff,logg,Fe_H,ref_name
169,HD023261,55.97642,3.44635,S,5132,4.64,0.1,MILES2_field
170,HD023439A,56.75882,41.42726,S,4990,4.4,-1.01,MILES2_field
171,HD023439B,56.76098,41.42849,S,4755,4.37,-1.02,MILES2_field
172,HD023607,56.83065,24.13906,S,7875,4.0,-0.3,MILES2_field
173,HD023841,57.1282,9.64595,S,4292,1.3,-0.95,MILES2_field
174,HD023924,57.42052,23.34157,S,8000,4.0,-0.3,MILES2_field
175,HD024341,58.7133,52.41986,S,5450,3.59,-0.6,MILES2_field
176,HD024421,58.9045,52.22682,S,5969,4.03,-0.65,MILES2_field
177,HD024451,60.33176,76.15937,S,4357,4.61,,MILES2_field*
178,HD024616,58.49777,-23.13707,S,4954,3.2,-0.75,MILES2_field
179,HD025329,60.8125,35.27328,S,4787,4.58,-1.72,MILES2_field
180,HD025532,61.04587,23.40753,S,5525,2.2,-1.2,MILES2_field
181,HD025673,61.08459,-4.65513,S,5150,4.5,-0.6,MILES2_field
182,HD026297,62.26424,-15.89085,S,4316,1.06,-1.67,MILES2_field
183,HD026322,62.70775,26.48095,S,6943,3.57,0.11,MILES2_field
184,HD026965,63.818,-7.65287,S,5073,4.19,-0.31,MILES2_field
185,HD027126,64.62312,35.99169,S,5378,4.23,-0.56,MILES2_field
186,HD027295,64.85874,21.14231,S,11704,3.93,-0.74,MILES2_field
187,HD027371,64.94835,15.62764,S,4956,2.71,0.07,MILES2_field
188,HD027771,65.88472,14.67048,S,5143,4.5,0.07,MILES2_field
189,HD027819,66.024,17.44413,S,7957,4.32,,MILES2_field*
190,HD028305,67.15416,19.18043,S,4846,2.68,0.11,MILES2_field
191,HD028946,68.45999,5.38502,S,5162,4.39,-0.26,MILES2_field
192,HD028978,68.53445,5.56862,S,9164,3.7,0.14,MILES2_field
193,HD029065,68.54904,-8.97026,S,4034,1.79,-0.3,MILES2_field
194,HD029139,68.98016,16.5093,S,3922,1.41,-0.18,MILES2_field
195,HD030504,72.47766,37.48827,S,4000,1.52,-0.3,MILES2_field
196,HD030649,72.93149,45.83416,S,5699,4.22,-0.51,MILES2_field
197,HD030743,72.42602,-13.76967,S,6411,4.12,-0.34,MILES2_field
198,HD030834,73.15825,36.70319,S,4115,1.73,-0.21,MILES2_field
199,HD030959,73.13318,14.25064,S,3451,0.8,-0.15,MILES2_field
200,HD031128,73.04129,-27.06415,S,5825,4.3,-1.5,MILES2_field
201,HD031295,73.72387,10.15083,S,8990,4.08,-0.89,MILES2_field
202,HD031767,74.63709,1.71402,S,4120,1.55,0.26,MILES2_field
203,HD032147,75.20417,-5.75368,S,4658,4.47,0.02,MILES2_field
204,HD032655,76.70648,43.1747,S,6900,2.26,0.1,MILES2_field
205,HD033256,77.18208,-4.45621,S,6359,4.12,-0.33,MILES2_field
206,HD033276,77.42481,15.59723,S,6909,3.3,0.25,MILES2_field
207,HD033608,77.8299,-2.49078,S,6542,4.06,0.31,MILES2_field
208,HD034411,79.78531,40.09905,S,5835,4.17,0.06,MILES2_field
209,HD034538,79.41767,-13.51983,S,4891,2.91,-0.33,MILES2_field
210,HD035155,80.57769,-8.66612,S,3600,0.8,-0.72,MILES2_field
211,HD035179,80.58753,-14.39724,S,4720,1.6,-0.67,MILES2_field
212,HD035296,81.1061,17.38353,S,6091,4.25,0.04,MILES2_field
213,HD035369,80.98678,-7.80806,S,4863,2.5,-0.26,MILES2_field
214,HD035620,81.91203,34.47589,S,4367,1.75,-0.03,MILES2_field
215,HD036003,82.10873,-3.49956,S,4465,4.61,0.09,MILES2_field
216,HD036395,82.86415,-3.67723,S,3737,4.9,-1.5,MILES2_field
217,HD037160,84.22662,9.29067,S,4668,2.46,-0.5,MILES2_field
218,HD037394,85.33473,53.48106,S,5294,4.33,0.03,MILES2_field
219,HD037536,85.17521,31.92061,S,3789,0.7,-0.15,MILES2_field
220,HD037792,85.07262,-19.22716,S,6564,4.22,-0.44,MILES2_field
221,HD037828,85.22769,-11.20005,S,4296,1.14,-1.38,MILES2_field
222,HD037984,85.6193,1.47463,S,4397,2.49,-0.55,MILES2_field
223,HD038007,86.37447,52.16107,S,5665,4.04,-0.33,MILES2_field
224,HD038392,86.1106,-22.42188,S,4727,4.5,0.02,MILES2_field
225,HD038393,86.11579,-22.44838,S,6331,4.27,-0.05,MILES2_field
226,HD038545,86.8048,14.48832,S,8970,3.6,-0.3,MILES2_field
227,HD038656,87.29349,39.18107,S,4928,2.52,-0.22,MILES2_field
