,Name,RA,DEC,SpT,Teff,logg,Fe_H,ref_name,Teff_err,logg_err,Fe_H_err
196,HD 6497,16.750708333333332,56.93497222222222,K2III,4421,2.8,0.02,CFLIB,0.0,0.0,0.0
197,HD 6582,17.068291666666664,54.92033333333333,G5Vb,5387,4.51,-0.83,CFLIB,0.0,0.0,0.0
198,HD 6734,16.998583333333332,1.9930555555555556,K0IV,5196,3.2,-0.25,CFLIB,0.0,0.0,0.0
199,HD 6763,17.092499999999998,5.649805555555555,F0III-IV,6904,,-0.04,CFLIB,0.0,0.0,0.0
200,HD 6805,17.14745833333333,-10.182277777777777,K1.5III,4425,2.05,0.04,CFLIB,0.0,0.0,0.0
201,HD 6833,17.46775,54.73897222222222,G9III,4450,1.4,-1.04,CFLIB,0.0,0.0,0.0
202,HD 6834,17.396916666666662,39.781055555555554,F2,6295,4.12,-0.73,CFLIB,0.0,0.0,0.0
203,HD 6840,17.711458333333333,67.78008333333334,G0,5860,4.03,-0.45,CFLIB,0.0,0.0,0.0
204,HD 6920,17.578083333333332,42.081472222222224,F8V,5804,3.88,-0.21,CFLIB,0.0,0.0,0.0
205,HD 7087,17.863416666666666,21.03463888888889,G8.5IIIa,4700,2.77,-0.21,CFLIB,0.0,0.0,0.0
206,HD 7439,18.600166666666667,-7.922833333333334,F5V,5250,1.3,-0.11,CFLIB,0.0,0.0,0.0
207,HD 7476,18.704874999999998,-0.9738055555555556,F5V,6517,4.01,-0.24,CFLIB,0.0,0.0,0.0
208,HD 8207,20.585083333333333,45.528777777777776,K0III,4630,2.95,0.03,CFLIB,0.0,0.0,0.0
209,HD 8491,21.483416666666667,68.13,K0III,4700,2.74,-0.13,CFLIB,0.0,0.0,0.0
210,HD 8512,21.00583333333333,-8.18325,K0III,4680,2.89,-0.22,CFLIB,0.0,0.0,0.0
211,HD 8705,21.405124999999998,-14.598805555555556,K2III,4340,2.3,-0.32,CFLIB,0.0,0.0,0.0
212,HD 8724,21.573291666666666,17.126416666666668,G5,4625,1.2,-1.83,CFLIB,0.0,0.0,0.0
213,HD 8890,37.954499999999996,89.2641111111111,F7:Ib-IIva,6072,1.95,0.05,CFLIB,0.0,0.0,0.0
214,HD 8949,22.095458333333333,7.9613611111111116,K1III,,,,CFLIB*,0.0,0.0,0.0
215,HD 9057,22.525416666666665,47.00727777777778,G9III,4790,2.86,-0.16,CFLIB,0.0,0.0,0.0
216,HD 9269,22.94445833333333,30.62475,K0IIIvar,4619,2.4,-0.26,CFLIB,0.0,0.0,0.0
217,HD 9270,22.870874999999995,15.345833333333333,G7IIa,4910,2.8,-0.14,CFLIB,0.0,0.0,0.0
218,HD 9408,23.482833333333332,59.23202777777778,G9IIIb,4710,2.93,-0.36,CFLIB,0.0,0.0,0.0
219,HD 9562,23.4285,-7.025333333333333,G2IV,5820,3.84,0.09,CFLIB,0.0,0.0,0.0
220,HD 9826,24.199333333333332,41.40547222222222,F8V,6212,4.17,0.09,CFLIB,0.0,0.0,0.0
221,HD 9856,23.995708333333333,-15.400194444444445,K1III,4370,2.43,-0.17,CFLIB,0.0,0.0,0.0
222,HD 9927,24.498166666666666,48.62822222222222,K3III,4380,2.34,0.0,CFLIB,0.0,0.0,0.0
223,HD 10307,25.446416666666664,42.61336111111111,G1.5V,5898,4.31,-0.02,CFLIB,0.0,0.0,0.0
224,HD 10362,25.742999999999995,61.42108333333333,B7II,,,,CFLIB*,0.0,0.0,0.0
225,HD 10476,25.623999999999995,20.2685,K1V,5196,4.5,-0.2,CFLIB,0.0,0.0,0.0
226,HD 10486,25.818749999999998,45.32263888888889,K2IV,4850,2.8,0.05,CFLIB,0.0,0.0,0.0
227,HD 10700,26.017,-15.937472222222222,G8V,5330,4.3,-0.59,CFLIB,0.0,0.0,0.0
228,HD 10761,26.34845833333333,9.157722222222223,G8III,4980,2.82,-0.11,CFLIB,0.0,0.0,0.0
229,HD 10780,26.936791666666664,63.8525,K0V,5419,4.6,0.36,CFLIB,0.0,0.0,0.0
230,HD 10975,27.162166666666664,37.95286111111111,K0III,4786,2.4,-0.24,CFLIB,0.0,0.0,0.0
231,HD 11007,27.173166666666663,32.69022222222222,F8V,6027,4.2,-0.16,CFLIB,0.0,0.0,0.0
232,HD 11503,28.382624999999997,19.293666666666667,A1p...,,,,CFLIB*,0.0,0.0,0.0
233,HD 11592,28.49033333333333,10.614027777777778,F5V,6232,4.18,-0.41,CFLIB,0.0,0.0,0.0
234,HD 11636,28.66004166666666,20.808027777777777,A5V,9000,4.0,0.16,CFLIB,0.0,0.0,0.0
235,HD 11749,29.038999999999994,37.25183333333333,K0III,4500,2.5,-0.5,CFLIB,0.0,0.0,0.0
236,HD 12303,30.575458333333327,54.48752777777778,B8III,,,,CFLIB*,0.0,0.0,0.0
237,HD 12339,31.38145833333333,76.11505555555554,G8III,4910,3.02,-0.1,CFLIB,0.0,0.0,0.0
238,HD 12533,30.974791666666658,42.32972222222222,K3IIb...,4300,1.4,0.09,CFLIB,0.0,0.0,0.0
